course_code,institution_name,course_name,degree_type,placed,last_grade,region,type,lat,lon
9924,Escola Superior Náutica Infante D. Henrique,Gestão de Transportes e Logística,L1,30.0,101.0,Other,Public,,
9926,Escola Superior Náutica Infante D. Henrique,Gestão Portuária,L1,21.0,135.8,Other,Public,,
L118,Escola Superior Náutica Infante D. Henrique,Engenharia Eletrotécnica Marítima,L1,7.0,123.8,Other,Public,,
8011,Escola Superior de Hotelaria e Turismo do Estoril,Produção Alimentar em Restauração (regime pós-laboral),L1,1.0,125.8,Other,Public,,
9076,Escola Superior de Hotelaria e Turismo do Estoril,Direção e Gestão Hoteleira,L1,37.0,116.3,Other,Public,,
9163,Escola Superior de Hotelaria e Turismo do Estoril,Gestão do Lazer e Animação Turística,L1,45.0,132.0,Other,Public,,
9177,Escola Superior de Hotelaria e Turismo do Estoril,Gestão Turística,L1,28.0,110.3,Other,Public,,
9183,Escola Superior de Hotelaria e Turismo do Estoril,Informação Turística,L1,40.0,115.8,Other,Public,,
9217,Escola Superior de Hotelaria e Turismo do Estoril,Produção Alimentar em Restauração,L1,11.0,125.3,Other,Public,,
9875,Escola Superior de Hotelaria e Turismo do Estoril,Direção e Gestão Hoteleira (regime pós-laboral),L1,4.0,103.0,Other,Public,,
9995,Escola Superior de Hotelaria e Turismo do Estoril,Gestão do Lazer e Animação Turística (regime pós-laboral),L1,18.0,116.5,Other,Public,,
9996,Escola Superior de Hotelaria e Turismo do Estoril,Gestão Turística (regime pós-laboral),L1,5.0,127.3,Other,Public,,
8141,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Audiologia,L1,3.0,141.5,Coimbra,Polytechnic,40.2033,-8.4103
8149,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Dietética e Nutrição,L1,24.0,120.0,Coimbra,Polytechnic,40.2033,-8.4103
9504,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Fisioterapia,L1,43.0,151.0,Coimbra,Polytechnic,40.2033,-8.4103
9549,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Farmácia,L1,13.0,124.0,Coimbra,Polytechnic,40.2033,-8.4103
9861,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Saúde Ambiental,L1,2.0,,Coimbra,Polytechnic,40.2033,-8.4103
L066,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Imagem Médica e Radioterapia,L1,23.0,112.0,Coimbra,Polytechnic,40.2033,-8.4103
L067,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Fisiologia Clínica,L1,29.0,134.0,Coimbra,Polytechnic,40.2033,-8.4103
L068,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Ciências Biomédicas Laboratoriais,L1,38.0,140.8,Coimbra,Polytechnic,40.2033,-8.4103
8149,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Dietética e Nutrição,L1,46.0,125.3,Lisbon,Polytechnic,38.7223,-9.1393
8152,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Ortoprotesia,L1,17.0,119.5,Lisbon,Polytechnic,38.7223,-9.1393
9504,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Fisioterapia,L1,48.0,155.0,Lisbon,Polytechnic,38.7223,-9.1393
9549,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Farmácia,L1,52.0,123.3,Lisbon,Polytechnic,38.7223,-9.1393
9861,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Saúde Ambiental,L1,4.0,121.0,Lisbon,Polytechnic,38.7223,-9.1393
L066,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Imagem Médica e Radioterapia,L1,57.0,104.8,Lisbon,Polytechnic,38.7223,-9.1393
L067,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Fisiologia Clínica,L1,43.0,134.0,Lisbon,Polytechnic,38.7223,-9.1393
L068,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Ciências Biomédicas Laboratoriais,L1,61.0,145.0,Lisbon,Polytechnic,38.7223,-9.1393
L161,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Ortóptica e Ciências da Visão,L1,20.0,112.3,Lisbon,Polytechnic,38.7223,-9.1393
8138,Instituto Politécnico do Porto - Escola Superior de Saúde,Terapia Ocupacional,L1,37.0,125.0,Porto,Polytechnic,41.1784,-8.6068
8141,Instituto Politécnico do Porto - Escola Superior de Saúde,Audiologia,L1,20.0,143.5,Porto,Polytechnic,41.1784,-8.6068
8143,Instituto Politécnico do Porto - Escola Superior de Saúde,Ortóptica,L1,22.0,145.8,Porto,Polytechnic,41.1784,-8.6068
9504,Instituto Politécnico do Porto - Escola Superior de Saúde,Fisioterapia,L1,63.0,155.8,Porto,Polytechnic,41.1784,-8.6068
9549,Instituto Politécnico do Porto - Escola Superior de Saúde,Farmácia,L1,50.0,129.0,Porto,Polytechnic,41.1784,-8.6068
9861,Instituto Politécnico do Porto - Escola Superior de Saúde,Saúde Ambiental,L1,7.0,115.0,Porto,Polytechnic,41.1784,-8.6068
9890,Instituto Politécnico do Porto - Escola Superior de Saúde,Terapia da Fala,L1,37.0,150.0,Porto,Polytechnic,41.1784,-8.6068
L066,Instituto Politécnico do Porto - Escola Superior de Saúde,Imagem Médica e Radioterapia,L1,61.0,125.5,Porto,Polytechnic,41.1784,-8.6068
L067,Instituto Politécnico do Porto - Escola Superior de Saúde,Fisiologia Clínica,L1,48.0,135.0,Porto,Polytechnic,41.1784,-8.6068
L068,Instituto Politécnico do Porto - Escola Superior de Saúde,Ciências Biomédicas Laboratoriais,L1,60.0,149.0,Porto,Polytechnic,41.1784,-8.6068
L101,Instituto Politécnico do Porto - Escola Superior de Saúde,Biotecnologia Medicinal,L1,31.0,131.8,Porto,Polytechnic,41.1784,-8.6068
L136,Instituto Politécnico do Porto - Escola Superior de Saúde,Osteopatia,L1,21.0,143.0,Porto,Polytechnic,41.1784,-8.6068
L304,Instituto Politécnico do Porto - Escola Superior de Saúde,Saúde Digital,L1,10.0,125.5,Porto,Polytechnic,41.1784,-8.6068
9500,Universidade de Coimbra - Escola Superior de Enfermagem,Enfermagem,L1,272.0,114.3,Coimbra,Public,40.207,-8.424
9500,Universidade do Porto - Escola Superior de Enfermagem,Enfermagem,L1,257.0,160.0,Porto,Public,41.1523,-8.636
