course_code,institution_name,course_name,degree_type,placed,last_grade,region,type,lat,lon
L283,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Ciência de Dados e Inteligência Artificial,L1,1.0,112.3,Other,Polytechnic,,
L335,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Design de Equipamento e Ambientes,L1,18.0,121.5,Other,Polytechnic,,
9173,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,Gestão Hoteleira,L1,0.0,,Other,Polytechnic,,
9255,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,Turismo e Lazer,L1,1.0,,Other,Polytechnic,,
9484,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,Restauração e Catering,L1,0.0,,Other,Polytechnic,,
L061,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,Gestão do Turismo e da Hospitalidade,L1,1.0,,Other,Polytechnic,,
8014,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Serviço Social (regime pós-laboral),L1,1.0,139.5,Leiria,Polytechnic,39.7436,-8.807
9084,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Educação Social,L1,36.0,112.5,Leiria,Polytechnic,39.7436,-8.807
9238,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Serviço Social,L1,28.0,117.3,Leiria,Polytechnic,39.7436,-8.807
9492,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Tradução e Interpretação: Português/Chinês - Chinês/Português,L1,13.0,124.3,Leiria,Polytechnic,39.7436,-8.807
9797,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Relações Humanas e Comunicação Organizacional,L1,33.0,106.5,Leiria,Polytechnic,39.7436,-8.807
9851,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Desporto e Bem-Estar,L1,34.0,110.8,Leiria,Polytechnic,39.7436,-8.807
9853,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Educação Básica,L1,97.0,135.3,Leiria,Polytechnic,39.7436,-8.807
L099,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Comunicação e Media,L1,40.0,132.5,Leiria,Polytechnic,39.7436,-8.807
L306,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Relações Humanas e Comunicação Organizacional (regime pós-laboral),L1,4.0,119.8,Leiria,Polytechnic,39.7436,-8.807
8015,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Solicitadoria (regime pós-laboral),L1,18.0,117.8,Leiria,Polytechnic,39.7436,-8.807
9002,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Administração Pública,L1,26.0,111.8,Leiria,Polytechnic,39.7436,-8.807
9089,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Civil,L1,10.0,110.5,Leiria,Polytechnic,39.7436,-8.807
9104,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia e Gestão Industrial,L1,8.0,127.8,Leiria,Polytechnic,39.7436,-8.807
9112,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Eletrotécnica e de Computadores,L1,18.0,117.8,Leiria,Polytechnic,39.7436,-8.807
9119,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Informática,L1,94.0,118.0,Leiria,Polytechnic,39.7436,-8.807
9123,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Mecânica,L1,18.0,120.3,Leiria,Polytechnic,39.7436,-8.807
9147,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Gestão,L1,102.0,131.3,Leiria,Polytechnic,39.7436,-8.807
9205,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Marketing,L1,50.0,122.5,Leiria,Polytechnic,39.7436,-8.807
9242,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Solicitadoria,L1,62.0,138.0,Leiria,Polytechnic,39.7436,-8.807
9627,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Contabilidade e Finanças,L1,37.0,113.8,Leiria,Polytechnic,39.7436,-8.807
9648,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia da Energia e do Ambiente,L1,3.0,,Leiria,Polytechnic,39.7436,-8.807
9690,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Biomecânica,L1,25.0,115.0,Leiria,Polytechnic,39.7436,-8.807
9741,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Automóvel,L1,21.0,121.3,Leiria,Polytechnic,39.7436,-8.807
9885,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Informática (regime pós-laboral),L1,2.0,,Leiria,Polytechnic,39.7436,-8.807
9886,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Mecânica (regime pós-laboral),L1,2.0,,Leiria,Polytechnic,39.7436,-8.807
9991,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Gestão (regime pós-laboral),L1,9.0,121.3,Leiria,Polytechnic,39.7436,-8.807
A014,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Jogos Digitais e Multimédia (ensino em inglês),L1,31.0,118.8,Leiria,Polytechnic,39.7436,-8.807
L266,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Eletrotécnica e de Computadores (regime noturno),L1,0.0,,Leiria,Polytechnic,39.7436,-8.807
8126,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design Gráfico e Multimédia (regime pós-laboral),L1,11.0,112.0,Leiria,Polytechnic,39.7436,-8.807
8525,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design de Produto - Cerâmica e Vidro,L1,24.0,137.0,Leiria,Polytechnic,39.7436,-8.807
9007,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Artes Plásticas,L1,53.0,131.0,Leiria,Polytechnic,39.7436,-8.807
9074,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design Industrial,L1,28.0,145.8,Leiria,Polytechnic,39.7436,-8.807
9243,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Teatro,L1,24.0,140.5,Leiria,Polytechnic,39.7436,-8.807
9457,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Som e Imagem,L1,65.0,131.5,Leiria,Polytechnic,39.7436,-8.807
9729,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design Gráfico e Multimédia,L1,80.0,153.5,Leiria,Polytechnic,39.7436,-8.807
L127,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Programação e Produção Cultural,L1,9.0,121.8,Leiria,Polytechnic,39.7436,-8.807
L257,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,Design de Espaços,L1,27.0,144.5,Leiria,Polytechnic,39.7436,-8.807
8514,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Gestão de Eventos,L1,3.0,110.0,Leiria,Polytechnic,39.7436,-8.807
9013,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Biologia Marinha,L1,6.0,120.8,Leiria,Polytechnic,39.7436,-8.807
9016,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Biotecnologia,L1,17.0,112.5,Leiria,Polytechnic,39.7436,-8.807
9087,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Engenharia Alimentar,L1,0.0,,Leiria,Polytechnic,39.7436,-8.807
9178,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Gestão Turística e Hoteleira,L1,12.0,150.0,Leiria,Polytechnic,39.7436,-8.807
9207,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Marketing Turístico,L1,6.0,117.0,Leiria,Polytechnic,39.7436,-8.807
9254,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Turismo,L1,15.0,116.0,Leiria,Polytechnic,39.7436,-8.807
9848,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Animação Turística,L1,2.0,141.3,Leiria,Polytechnic,39.7436,-8.807
L131,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,Gestão da Restauração e Catering,L1,1.0,,Leiria,Polytechnic,39.7436,-8.807
8307,Instituto Politécnico de Lisboa - Escola Superior de Educação,Artes Visuais e Tecnologias,L1,86.0,141.3,Lisbon,Polytechnic,38.7223,-9.1393
9005,Instituto Politécnico de Lisboa - Escola Superior de Educação,Animação Sociocultural,L1,29.0,120.0,Lisbon,Polytechnic,38.7223,-9.1393
9853,Instituto Politécnico de Lisboa - Escola Superior de Educação,Educação Básica,L1,90.0,153.3,Lisbon,Polytechnic,38.7223,-9.1393
9876,Instituto Politécnico de Lisboa - Escola Superior de Educação,Educação Básica (regime pós-laboral),L1,22.0,143.0,Lisbon,Polytechnic,38.7223,-9.1393
L134,Instituto Politécnico de Lisboa - Escola Superior de Educação,Mediação Artística e Cultural,L1,13.0,109.0,Lisbon,Polytechnic,38.7223,-9.1393
8438,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Relações Públicas e Comunicação Empresarial (regime pós-laboral),L1,29.0,124.3,Lisbon,Polytechnic,38.7223,-9.1393
8439,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Publicidade e Marketing (regime pós-laboral),L1,31.0,136.3,Lisbon,Polytechnic,38.7223,-9.1393
9010,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Audiovisual e Multimédia,L1,88.0,144.0,Lisbon,Polytechnic,38.7223,-9.1393
9191,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Jornalismo,L1,61.0,153.0,Lisbon,Polytechnic,38.7223,-9.1393
9222,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Publicidade e Marketing,L1,59.0,155.0,Lisbon,Polytechnic,38.7223,-9.1393
9231,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Relações Públicas e Comunicação Empresarial,L1,59.0,146.5,Lisbon,Polytechnic,38.7223,-9.1393
8015,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Solicitadoria (regime pós-laboral),L1,49.0,113.8,Lisbon,Polytechnic,38.7223,-9.1393
9056,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Contabilidade,L1,122.0,141.8,Lisbon,Polytechnic,38.7223,-9.1393
9147,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Gestão,L1,106.0,156.0,Lisbon,Polytechnic,38.7223,-9.1393
9242,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Solicitadoria,L1,55.0,146.3,Lisbon,Polytechnic,38.7223,-9.1393
9476,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Finanças Empresariais,L1,55.0,153.5,Lisbon,Polytechnic,38.7223,-9.1393
9869,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Contabilidade (regime pós-laboral),L1,33.0,115.5,Lisbon,Polytechnic,38.7223,-9.1393
9889,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Finanças Empresariais (regime pós-laboral),L1,37.0,124.5,Lisbon,Polytechnic,38.7223,-9.1393
9991,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Gestão (regime pós-laboral),L1,89.0,139.8,Lisbon,Polytechnic,38.7223,-9.1393
L035,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,Comércio e Negócios Internacionais (regime pós-laboral),L1,56.0,129.0,Lisbon,Polytechnic,38.7223,-9.1393
9089,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Civil,L1,41.0,120.8,Lisbon,Polytechnic,38.7223,-9.1393
9108,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Eletrónica e Telecomunicações e de Computadores,L1,24.0,113.5,Lisbon,Polytechnic,38.7223,-9.1393
9109,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Eletrotécnica,L1,32.0,103.8,Lisbon,Polytechnic,38.7223,-9.1393
9121,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Informática e de Computadores,L1,119.0,116.3,Lisbon,Polytechnic,38.7223,-9.1393
9123,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Mecânica,L1,104.0,121.3,Lisbon,Polytechnic,38.7223,-9.1393
9126,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Química e Biológica,L1,12.0,119.5,Lisbon,Polytechnic,38.7223,-9.1393
9455,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Biomédica,L1,26.0,144.0,Lisbon,Polytechnic,38.7223,-9.1393
L052,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Informática e Multimédia,L1,45.0,118.8,Lisbon,Polytechnic,38.7223,-9.1393
L085,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Tecnologias e Gestão Municipal,L1,3.0,119.8,Lisbon,Polytechnic,38.7223,-9.1393
L117,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Matemática Aplicada à Tecnologia e à Empresa,L1,19.0,119.8,Lisbon,Polytechnic,38.7223,-9.1393
L119,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,"Engenharia Informática, Redes e Telecomunicações",L1,11.0,112.0,Lisbon,Polytechnic,38.7223,-9.1393
L213,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,Engenharia Física Aplicada,L1,5.0,133.5,Lisbon,Polytechnic,38.7223,-9.1393
8014,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Serviço Social (regime pós-laboral),L1,0.0,,Other,Polytechnic,,
9084,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Educação Social,L1,2.0,135.8,Other,Polytechnic,,
9238,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Serviço Social,L1,22.0,115.3,Other,Polytechnic,,
9254,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Turismo,L1,1.0,120.8,Other,Polytechnic,,
9773,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Jornalismo e Comunicação,L1,40.0,123.0,Other,Polytechnic,,
9853,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,Educação Básica,L1,40.0,125.0,Other,Polytechnic,,
9070,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",Design de Comunicação,L1,26.0,126.8,Other,Polytechnic,,
9089,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",Engenharia Civil,L1,0.0,,Other,Polytechnic,,
9119,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",Engenharia Informática,L1,2.0,,Other,Polytechnic,,
9147,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",Gestão,L1,24.0,110.0,Other,Polytechnic,,
9670,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",Administração de Publicidade e Marketing,L1,14.0,114.5,Other,Polytechnic,,
9991,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",Gestão (regime pós-laboral),L1,0.0,,Other,Polytechnic,,
L308,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",Design de Animação,L1,30.0,118.0,Other,Polytechnic,,
L309,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",Engenharia de Produção de Biocombustíveis,L1,0.0,,Other,Polytechnic,,
9003,Instituto Politécnico de Portalegre - Escola Superior de Biociências de Elvas,Agronomia,L1,0.0,,Other,Polytechnic,,
9085,Instituto Politécnico de Portalegre - Escola Superior de Biociências de Elvas,Enfermagem Veterinária,L1,16.0,103.5,Other,Polytechnic,,
9130,Instituto Politécnico de Portalegre - Escola Superior de Biociências de Elvas,Equinicultura,L1,1.0,134.3,Other,Polytechnic,,
9563,Instituto Politécnico de Portalegre - Escola Superior de Biociências de Elvas,Desporto,L1,2.0,,Other,Polytechnic,,
8002,Instituto Politécnico do Porto - Escola Superior de Educação,Línguas e Culturas Estrangeiras,L1,55.0,144.0,Porto,Polytechnic,41.1784,-8.6068
8264,Instituto Politécnico do Porto - Escola Superior de Educação,Artes Visuais e Tecnologias Artísticas,L1,28.0,163.3,Porto,Polytechnic,41.1784,-8.6068
9084,Instituto Politécnico do Porto - Escola Superior de Educação,Educação Social,L1,54.0,147.3,Porto,Polytechnic,41.1784,-8.6068
9563,Instituto Politécnico do Porto - Escola Superior de Educação,Desporto,L1,25.0,131.3,Porto,Polytechnic,41.1784,-8.6068
9807,Instituto Politécnico do Porto - Escola Superior de Educação,Tradução e Interpretação em Língua Gestual Portuguesa,L1,22.0,117.3,Porto,Polytechnic,41.1784,-8.6068
9853,Instituto Politécnico do Porto - Escola Superior de Educação,Educação Básica,L1,120.0,156.3,Porto,Polytechnic,41.1784,-8.6068
9878,Instituto Politécnico do Porto - Escola Superior de Educação,Educação Musical,L1,10.0,156.2,Porto,Polytechnic,41.1784,-8.6068
9879,Instituto Politécnico do Porto - Escola Superior de Educação,Educação Social (regime pós-laboral),L1,23.0,116.8,Porto,Polytechnic,41.1784,-8.6068
L246,Instituto Politécnico do Porto - Escola Superior de Educação,Gestão do Património Cultural,L1,33.0,119.5,Porto,Polytechnic,41.1784,-8.6068
L272,Instituto Politécnico do Porto - Escola Superior de Educação,Tecnologias para a Educação STEAM,L1,20.0,122.8,Porto,Polytechnic,41.1784,-8.6068
8005,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Marketing (regime pós-laboral),L1,27.0,124.3,Porto,Polytechnic,41.1784,-8.6068
9009,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Assessoria e Tradução,L1,43.0,125.0,Porto,Polytechnic,41.1784,-8.6068
9043,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Ciências e Tecnologias da Documentação e Informação,L1,21.0,126.3,Porto,Polytechnic,41.1784,-8.6068
9053,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comunicação Empresarial,L1,43.0,160.3,Porto,Polytechnic,41.1784,-8.6068
9058,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Contabilidade e Administração,L1,206.0,106.5,Porto,Polytechnic,41.1784,-8.6068
9205,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Marketing,L1,90.0,146.0,Porto,Polytechnic,41.1784,-8.6068
9227,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Recursos Humanos,L1,46.0,148.5,Porto,Polytechnic,41.1784,-8.6068
9716,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comércio Internacional,L1,35.0,157.5,Porto,Polytechnic,41.1784,-8.6068
9829,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Assessoria e Tradução (regime pós-laboral),L1,10.0,124.8,Porto,Polytechnic,41.1784,-8.6068
9866,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comércio Internacional (regime pós-laboral),L1,24.0,132.5,Porto,Polytechnic,41.1784,-8.6068
9867,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Comunicação Empresarial (regime pós-laboral),L1,24.0,148.5,Porto,Polytechnic,41.1784,-8.6068
9870,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Contabilidade e Administração (regime pós-laboral),L1,14.0,125.5,Porto,Polytechnic,41.1784,-8.6068
L070,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,Criatividade e Inovação Empresarial,L1,32.0,151.3,Porto,Polytechnic,41.1784,-8.6068
8316,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia de Sistemas,L1,37.0,116.5,Porto,Polytechnic,41.1784,-8.6068
9089,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Civil,L1,51.0,148.0,Porto,Polytechnic,41.1784,-8.6068
9098,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia de Telecomunicações e Informática,L1,40.0,121.8,Porto,Polytechnic,41.1784,-8.6068
9104,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia e Gestão Industrial,L1,40.0,176.0,Porto,Polytechnic,41.1784,-8.6068
9110,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Eletrotécnica - Sistemas Elétricos de Energia,L1,45.0,138.5,Porto,Polytechnic,41.1784,-8.6068
9112,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Eletrotécnica e de Computadores,L1,167.0,142.5,Porto,Polytechnic,41.1784,-8.6068
9117,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Geotécnica e Geoambiente,L1,20.0,119.0,Porto,Polytechnic,41.1784,-8.6068
9119,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Informática,L1,201.0,150.0,Porto,Polytechnic,41.1784,-8.6068
9123,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Mecânica,L1,120.0,155.8,Porto,Polytechnic,41.1784,-8.6068
9125,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Química,L1,51.0,131.5,Porto,Polytechnic,41.1784,-8.6068
9455,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Biomédica,L1,49.0,162.5,Porto,Polytechnic,41.1784,-8.6068
9936,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Engenharia Mecânica Automóvel,L1,43.0,143.0,Porto,Polytechnic,41.1784,-8.6068
L089,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,Biorrecursos,L1,13.0,130.5,Porto,Polytechnic,41.1784,-8.6068
8015,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Solicitadoria (regime pós-laboral),L1,19.0,147.0,Porto,Polytechnic,41.1784,-8.6068
8097,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Ciências Empresariais (regime pós-laboral),L1,21.0,137.5,Porto,Polytechnic,41.1784,-8.6068
8288,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Sistemas de Informação para Gestão,L1,17.0,118.8,Porto,Polytechnic,41.1784,-8.6068
8398,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Segurança Informática em Redes de Computadores,L1,18.0,116.0,Porto,Polytechnic,41.1784,-8.6068
9045,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Ciências Empresariais,L1,40.0,151.0,Porto,Polytechnic,41.1784,-8.6068
9119,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Engenharia Informática,L1,64.0,117.0,Porto,Polytechnic,41.1784,-8.6068
9242,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Solicitadoria,L1,38.0,159.5,Porto,Polytechnic,41.1784,-8.6068
L030,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Gestão Industrial e Logística,L1,20.0,148.5,Porto,Polytechnic,41.1784,-8.6068
L091,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,Segurança do Trabalho e Ambiente,L1,20.0,122.8,Porto,Polytechnic,41.1784,-8.6068
8442,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,Gestão das Atividades Turísticas (regime pós-laboral),L1,5.0,124.0,Porto,Polytechnic,41.1784,-8.6068
9164,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,Gestão e Administração Hoteleira,L1,44.0,134.5,Porto,Polytechnic,41.1784,-8.6068
9921,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,Gestão das Atividades Turísticas,L1,33.0,130.0,Porto,Polytechnic,41.1784,-8.6068
L131,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,Gestão da Restauração e Catering,L1,5.0,115.5,Porto,Polytechnic,41.1784,-8.6068
8419,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Agronomia (regime pós-laboral),L1,0.0,,Other,Polytechnic,,
9003,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Agronomia,L1,9.0,125.0,Other,Polytechnic,,
9085,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Enfermagem Veterinária,L1,26.0,135.3,Other,Polytechnic,,
L003,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Zootecnia,L1,7.0,104.0,Other,Polytechnic,,
L080,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Qualidade Alimentar e Nutrição Humana,L1,4.0,122.3,Other,Polytechnic,,
L259,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,Biologia e Biotecnologia Alimentar,L1,9.0,119.0,Other,Polytechnic,,
9084,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Educação Social,L1,25.0,114.5,Other,Polytechnic,,
9853,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Educação Básica,L1,70.0,133.8,Other,Polytechnic,,
L130,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Educação Ambiental e Turismo de Natureza,L1,5.0,113.5,Other,Polytechnic,,
L179,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Produção Multimédia em Educação,L1,19.0,116.5,Other,Polytechnic,,
9147,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Gestão,L1,63.0,102.0,Other,Polytechnic,,
9156,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Gestão de Marketing,L1,15.0,123.8,Other,Polytechnic,,
9185,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Informática,L1,7.0,116.0,Other,Polytechnic,,
9498,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Contabilidade e Fiscalidade,L1,6.0,95.5,Other,Polytechnic,,
9785,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Negócios Internacionais,L1,1.0,,Other,Polytechnic,,
9991,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,Gestão (regime pós-laboral),L1,1.0,,Other,Polytechnic,,
9730,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Desporto de Natureza e Turismo Ativo,L1,8.0,112.5,Porto,Polytechnic,,
9763,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Gestão das Organizações Desportivas,L1,23.0,128.3,Porto,Polytechnic,,
9808,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Treino Desportivo,L1,57.0,111.3,Porto,Polytechnic,,
L008,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Atividade Física e Estilos de Vida Saudáveis,L1,5.0,123.3,Porto,Polytechnic,,
L034,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,"Desporto, Condição Física e Saúde",L1,50.0,107.0,Porto,Polytechnic,,
9005,Instituto Politécnico de Setúbal - Escola Superior de Educação,Animação Sociocultural,L1,15.0,111.5,Setúbal,Polytechnic,38.5244,-8.8882
